repo,text_mode,provider,label,query,expected,embedded_nodes,embedding_build_ms,latency_ms,result_count,rank,reciprocal_rank,hit_at_5,hit_at_20
dagayn-structural-code,body,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1186.615,0.136,20,6,0.1667,0,1
dagayn-structural-code,body,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1186.615,0.148,20,0,0.0,0,0
dagayn-structural-code,body,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,1186.615,0.134,20,0,0.0,0,0
dagayn-structural-code,body,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,1186.615,0.133,20,0,0.0,0,0
dagayn-structural-code,body,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,1186.615,0.139,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,merge_ranked_results,function that uses reciprocal rank fusion to merge ranked search results,dagayn/search.py::rrf_merge,8185,1207.006,9.302,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,read_bounded_source,function that reads bounded source span for embedding text,dagayn/embeddings.py::_read_node_source_excerpt,8185,1207.006,0.193,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,narrative_renderer,function that converts a graph node into deterministic natural language static code facts,dagayn/embeddings.py::_node_to_narrative_text,8185,1207.006,0.154,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1207.006,0.156,20,7,0.1429,0,1
dagayn-structural-code,structured,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1207.006,0.135,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,1207.006,0.14,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,1207.006,0.136,20,0,0.0,0,0
dagayn-structural-code,structured,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,1207.006,0.22,20,0,0.0,0,0
dagayn-structural-code,narrative,eval-token-hash,merge_ranked_results,function that uses reciprocal rank fusion to merge ranked search results,dagayn/search.py::rrf_merge,8185,1838.215,9.464,20,0,0.0,0,0
dagayn-structural-code,narrative,eval-token-hash,read_bounded_source,function that reads bounded source span for embedding text,dagayn/embeddings.py::_read_node_source_excerpt,8185,1838.215,0.18,20,19,0.0526,0,1
dagayn-structural-code,narrative,eval-token-hash,narrative_renderer,function that converts a graph node into deterministic natural language static code facts,dagayn/embeddings.py::_node_to_narrative_text,8185,1838.215,0.163,20,11,0.0909,0,1
dagayn-structural-code,narrative,eval-token-hash,text_mode_benchmark,function that calls embed all nodes for each text mode and measures ranking,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1838.215,0.133,20,0,0.0,0,0
dagayn-structural-code,narrative,eval-token-hash,temporary_embedding_store,function that creates temporary embedding store and searches configured queries,dagayn/eval/benchmarks/embedding_text_modes.py::run,8185,1838.215,0.143,20,3,0.3333,1,1
dagayn-structural-code,narrative,eval-token-hash,rebuild_fts,function that rebuilds full text search index and inserts nodes fts rows,crates/dagayn-graph/src/search.rs::GraphStore.rebuild_fts_index,8185,1838.215,0.137,20,10,0.1,0,1
dagayn-structural-code,narrative,eval-token-hash,missing_source_fallback,function that returns empty text when source file cannot be read,dagayn/embeddings.py::_read_node_source_excerpt,8185,1838.215,0.135,20,0,0.0,0,0
dagayn-structural-code,narrative,eval-token-hash,static_fact_sentences,function that detects calls assignments returns branches loops and renders sentences,dagayn/embeddings.py::_node_to_narrative_text,8185,1838.215,0.146,20,0,0.0,0,0
